Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Efecto de los ciclos económicos sobre el fracaso empresarial en los sectores industrial y de servicios = Effect of economic cycles on business failure in the industrial and the service sectors;Puente Núñez, Alba de la;2014;https://buleria.unileon.es/handle/10612/3782;abstracts_uhu_TFG\Efecto_de_los_ciclos_econ_mico_2014_22123963.txt;Fracaso empresarial, Sector industrial, Sector servicios, Crisis económicas, Pequeñas y medianas empresas;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Fracaso empresarial, aplicación sectorial de los modelos de predicción = Business failure, sectorial application of prediction models;He, Meng Su;2014;https://buleria.unileon.es/handle/10612/3768;abstracts_uhu_TFG\Fracaso_empresarial__aplicaci__2014_42207553.txt;Ratios financieros, Quiebra, Fracaso;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Gestión activa frente a gestión pasiva: una aproximación a los resultados en el contexto español = Active versus passive portfolio management : an approach to the Spanish context;Merino Lorenzana, Sara;2014;https://buleria.unileon.es/handle/10612/3784;abstracts_uhu_TFG\Gesti_n_activa_frente_a_gesti__2014_82802447.txt;Eficiencia, ETF, Fondos de inversión;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Mercado alternativo bursátil (MAB):una alternativa de financiación para las empresas españolas=Analysis of the Alternative Investment Market (MAB) : an alternative of funding for Spanish firms;Casado Rodríguez, Diego;2014;https://buleria.unileon.es/handle/10612/3778;abstracts_uhu_TFG\Mercado_alternativo_burs_til___2014_27923235.txt;Mercado Alternativo Bursátil (MAB), España, Pequeñas y medianas empresas, Financiación;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Relevancia valorativa de las empresas del IBEX 35 según su riesgo = Value relevance of IBEX 35 firms looking at their risk;González González, Lucía;2014;https://buleria.unileon.es/handle/10612/3779;abstracts_uhu_TFG\Relevancia_valorativa_de_las_e_2014_93688106.txt;IBEX 35, Relevancia valorativa, Riesgo;spa
Universidad de Leon;TFG;Facultad de Filosofia y Letras;Grado en Información y Documentación;El bibliotecario temático de comunicación en la Universidad de Navarra. Una experiencia de doce años;Zapirain Sagaseta, Pedro José;2014;https://buleria.unileon.es/handle/10612/4017;abstracts_uhu_TFG\El_bibliotecario_tem_tico_de_c_2014_70257936.txt;Bibliotecario temático, Universidad de Navarra. Facultad de Comunicación, 2001-2013;spa
Universidad de Leon;TFG;Escuela Superior y Tecnica de Ingenieros de Minas;Grado en Ingeniería de la Energía;Estudio de potencial eólico y viabilidad de una instalación minieólica en San Pedro de Olleros (León);López Álvarez, Héctor;2014;https://buleria.unileon.es/handle/10612/4015;abstracts_uhu_TFG\Estudio_de_potencial_e_lico_y__2014_26898557.txt;Potencial eólico, Viabilidad, Instalación minieólica, San Pedro de Olleros (León);spa
Universidad de Leon;TFG;Escuela Superior y Tecnica de Ingenieros de Minas;Grado en Ingeniería de la Energía;Proyecto de rehabilitación de central hidroeléctrica en Folgoso de la Rivera (León);Gutiérrez Arias, Kevin;2014;https://buleria.unileon.es/handle/10612/4005;abstracts_uhu_TFG\Proyecto_de_rehabilitaci_n_de__2014_37192858.txt;Rehabilitación, Central hidroeléctrica, Folgoso de la Rivera (León);spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Comercio móvil en China, aplicación del modelo T.A.M. = M-commerce in China, aplication [sic] of model T.A.M.;Kang, Shihui;2014;https://buleria.unileon.es/handle/10612/3833;abstracts_uhu_TFG\Comercio_m_vil_en_China__aplic_2014_20049032.txt;Comercio electrónico, China;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Comportamiento del turista de city break y el uso del smartphone en los viajes = City break tourist's behaviour and the use of smartphone while travelling;Aparicio Carreño, Miriam;2014;https://buleria.unileon.es/handle/10612/3828;abstracts_uhu_TFG\Comportamiento_del_turista_de__2014_20593829.txt;Turismo cultural, Conducta, Consumidores, Smartphones;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Eficiencia visual, método de seducción : diseño centrado en el usuario = Visual efficiency, seduction method;García Moral, Ángel;2014;https://buleria.unileon.es/handle/10612/3858;abstracts_uhu_TFG\Eficiencia_visual__m_todo_de_s_2014_48988565.txt;Usabilidad, Páginas Web, Diseño web, Marketing, Internet;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Hacia un modelo de marketing territorial y co-creación de valor para un desarrollo sostenible en la Montaña Palentina = Towards a place marketing approach and value co-creation for a sustainable development in the Mountain area of Palencia;Villarroel Elices, Héctor;2014;https://buleria.unileon.es/handle/10612/3844;abstracts_uhu_TFG\Hacia_un_modelo_de_marketing_t_2014_45531733.txt;Turismo rural, Turismo cultural, Desarrollo sostenible, Palencia;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;No es televisión, es HBO : buscando la diferencia como ventaja competitiva = It's not TV, its HBO : seeking the difference as a competitive advantage;Santamarta Fernández, Raúl;2014;https://buleria.unileon.es/handle/10612/3846;abstracts_uhu_TFG\No_es_televisi_n__es_HBO___bus_2014_9619812.txt;Competencia económica, Planificación estratégica, Home Box Office (HBO);spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Redes sociales como medio de venta para las E-commerce: sector alimentario = Social networks like selling way for the E-commerce: food sector;González Riesco, Miriam;2014;https://buleria.unileon.es/handle/10612/3832;abstracts_uhu_TFG\Redes_sociales_como_medio_de_v_2014_32428243.txt;Comercio electrónico, Redes sociales, Industria agroalimentaria;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Situación y evolución del mercado de la moda : análisis de la percepción del consumidor de E-fashion = Situation and evolution of apparel market : analysis of customer perception in fashion E-commerce (E-fashion);Martínez Ferrero, Nerea;2014;https://buleria.unileon.es/handle/10612/3845;abstracts_uhu_TFG\Situaci_n_y_evoluci_n_del_merc_2014_55519033.txt;Moda, Consumidores, Conducta, e-fashion;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;La actividad exportadora en Castilla y León, un análisis shift share = The exports in Castilla y León, a shift share analysis;Fresno Henares, Elena;2015;https://buleria.unileon.es/handle/10612/4032;abstracts_uhu_TFG\La_actividad_exportadora_en_Ca_2015_1553463.txt;Análisis, PIB, Castilla y León, Exportación;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis de la viabilidad de un negocio de hostelería que apuesta por la diferenciación = An analysis of the feasibility of a hospitality business that focuses on differentiation;Juan Sánchez, Denis;2015;https://buleria.unileon.es/handle/10612/4022;abstracts_uhu_TFG\An_lisis_de_la_viabilidad_de_u_2015_64416490.txt;Viabilidad, Barcelona, Sector hostelero, Proyecto de empresa;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis del coaching como herramienta para el desarrollo del talento en las organizaciones = Analysis of coaching as a tool for development of talent in organizations;Álvarez Casas, Vanesa;2015;https://buleria.unileon.es/handle/10612/4562;abstracts_uhu_TFG\An_lisis_del_coaching_como_her_2015_87521528.txt;Coaching, Recursos humanos, Aprendizaje, Talento;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis del contrato psicológico, el caso de Brico Depot = Analysis of psychological contract, the case of Brico Depot;Díez García, Roberto;2015;https://buleria.unileon.es/handle/10612/4580;abstracts_uhu_TFG\An_lisis_del_contrato_psicol_g_2015_50319100.txt;Contrato psicológico, Parte no escrita, Proceso social, Expectativas, Reciprocidad, Brico Dépôt;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis del sector vacuno de leche en España = Analysis of Spanish dairy sector;Gallego Llamazares, Gabriela;2015;https://buleria.unileon.es/handle/10612/4579;abstracts_uhu_TFG\An_lisis_del_sector_vacuno_de__2015_82582318.txt;Sector lácteo, Leche, Cuotas lácteas, Precios, Ganado vacuno, España, Subvenciones públicas;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis descriptivo de la creación de empresas en período de crisis por oportunidad vs necesidad = Descriptive analysis to entrepreneurship in a period of crisis by necessity vs opportunity;Fernández Cano, Ángela;2015;https://buleria.unileon.es/handle/10612/4147;abstracts_uhu_TFG\An_lisis_descriptivo_de_la_cre_2015_38410185.txt;Creación de empresas, Crisis económicas;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis económico y financiero Fagor Electrodomésticos, S. Coop. vs BSH Electrodomésticos España = Economic and financial analysis Fagor Electrodomésticos, S. Coop. vs BSH Electrodomésticos España;Ditamba, Mirna Elphie;2015;https://buleria.unileon.es/handle/10612/4031;abstracts_uhu_TFG\An_lisis_econ_mico_y_financier_2015_83348503.txt;Análisis financiero, Fagor Electrodomésticos;spa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis económico y financiero, estudio comparativo entre el Grupo Prisa y Vocento = Economic and financial analysis, comparative study between Prisa and Vocento Media;Fernández Martínez, Noelia;2015;https://buleria.unileon.es/handle/10612/4557;abstracts_uhu_TFG\An_lisis_econ_mico_y_financier_2015_94642285.txt;Medios de comunicación social, Análisis financiero, Solvencia, Rentabilidad, Grupo Multimedia Prisa, Grupo Vocento;spa
