Universidad;Tipo Titulacion;Facultad;titulacion;Título;Autor;Año;URL;Archivo Abstract;Palabras Clave;Idioma Abstract;Categoria
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Psicología;Grado en Psicología;Exploración del proceso de cambio psicológico a través de modelos constructivistas basados en sistemas de restricciones cognitivas y evolución temporal de mapas cognitivos borrosos;Torrecilla Torregrosa, Alejandro;2024;https://e-spacio.uned.es/entities/publication/57819f3c-9da7-463c-a961-dfbae6e1867f/full;abstracts\Exploraci_n_del_proceso_de_cam_2024_29426693.txt;rejilla de implicaciones, mapas cognitivos borrosos, hábitos saludables, SAT Solver, algoritmos de optimización, optimización de colonia de hormigas;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Psicología;Grado en Psicología;Identificación de Conductas Humillantes para la Víctima en Homicidios en Relación de Pareja;Otín Del Castillo, José María;2019;https://e-spacio.uned.es/entities/publication/b7c45bc6-12ea-4393-bd28-77e190d6310b/full;abstracts\Identificaci_n_de_Conductas_Hu_2019_77611742.txt;Humillación, emociones autoconscientes, homicidio, escena del crimen;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Psicología;Grado en Psicología;Evaluación psicológica para la incorporación de hábitos saludables mediante el uso de Mapas Cognitivos Borrosos y las herramientas de “PsychLab Psychological Change Lab (s.f.). PsychLab. https://psychlab.uned.es/” desarrollado por el Grupo de Investigación Constructivista de la UNED (GICUNED);Gil Morente, Francisco;2024;https://e-spacio.uned.es/entities/publication/f5fbb94f-4d3d-49cb-b033-deb66c45d999/full;abstracts\Evaluaci_n_psicol_gica_para_la_2024_86783977.txt;promoción de la salud, sistema de anticipación de causas y consecuencias,, mapas cognitivos borrosos, gridFCM, https://psychlab.uned.es/;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Psicología;Grado en Psicología;Narrativas personales en niños españoles. Una adaptación del protocolo Global TALES incluyendo emociones autoconscientes;Larrañaga Caravaca, Cristina;2024;https://e-spacio.uned.es/entities/publication/51d07018-2c14-4f0b-9a58-49bc0da3e832/full;abstracts\Narrativas_personales_en_ni_os_2024_54828620.txt;narrativas personales, GLOBAL TALES, identidad personal, emociones autoconscientes, personal narratives, personal identity, self-conscious emotions;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Psicología;Grado en Sociología;Desnutrición y rehabilitación nutricional: efectos sexualmente diferenciales en el locus coeruleus de la rata;Herrán Alonso, Juan;2010;https://e-spacio.uned.es/entities/publication/7a2907c2-14fe-40e5-ac6b-56f013a61d63/full;abstracts\Desnutrici_n_y_rehabilitaci_n__2010_26387094.txt;desnutrición, rehabilitación nutricional, dimorfismo sexual, desarrollo sistema nervioso, locus coeruleus, malnutrition, nutritional rehabilitation, sexual dimorphism, nervous system development;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;El ramo del género de punto en Mataró durante la década de 1920. Una aproximación microeconómica;Masachs Dedeu, Ramon;2021;https://e-spacio.uned.es/entities/publication/fd04aa9b-2bd8-4701-aecb-c05ee4b21e0a/full;abstracts\El_ramo_del_g_nero_de_punto_en_2021_41883288.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Las técnicas de digitalización y diseño 3D aplicadas a la Epigrafía;Serrano Basterra, Pablo;2023;https://e-spacio.uned.es/entities/publication/92002026-bcc8-4f5e-81b7-fff2cc99b226/full;abstracts\Las_t_cnicas_de_digitalizaci_n_2023_38094556.txt;Epigrafía, Virtualización Patrimonial, Arqueología Virtual, digitalización, diseño 3D;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Orígenes y modos de vida de los primeros grupos humanos en el actual territorio valenciano;Jordá Esteve, Manuel;2023;https://e-spacio.uned.es/entities/publication/4122d399-b9c9-45f1-aaaf-6c8fcb8bd7ae/full;abstracts\Or_genes_y_modos_de_vida_de_lo_2023_37746124.txt;cazadores-recolectores, Cuaternario, Pleistoceno medio, Pleistoceno superior, Holoceno, Paleoambiente, Paleolítico inferior, Paleolítico medio, Paleolítico superior, Epipaleolítico, Homo neanderthalensis, Homo sapiens, primer poblamiento, tecnología, hábitat;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Condenadas a muerte en los Consejos de Guerra Sumarísimos de Urgencia de 1937 en la provincia de Cádiz;Roldán de los Reyes, Beatriz;2020;https://e-spacio.uned.es/entities/publication/40e17598-6f58-4412-85b7-d25d68b89462/full;abstracts\Condenadas_a_muerte_en_los_Con_2020_88211692.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Represión femenina en Caspe durante el primer franquismo: una aproximación a través de los sumarios militares;Barceló Gresa, Amadeo;2018;https://e-spacio.uned.es/entities/publication/cd4bc6d4-32ed-4a96-8b21-c1076d371d53/full;abstracts\Represi_n_femenina_en_Caspe_du_2018_493589.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;El pueblo leal en combate: experiencia bélica de los combatientes de la 28.ª División la “Ascaso”;Gracia Pinilla, Pablo;2023;https://e-spacio.uned.es/entities/publication/c86afe70-a9fd-423f-97f8-de1e9d264240/full;abstracts\El_pueblo_leal_en_combate__exp_2023_42555756.txt;Guerra Civil, experiencia bélica, anarquismo, bando republicano, posguerra;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Incidencia de la incorporación de la mujer al mercado de trabajo en el descenso de la tasas de fertilidad en Europa (1980-2020);Sánchez Rodríguez, Pedro Manuel;2021;https://e-spacio.uned.es/entities/publication/cbf4afe7-25c3-4d06-a739-dda6a11bb282/full;abstracts\Incidencia_de_la_incorporaci_n_2021_68034586.txt;transición de fecundidad, mercado de trabajo, brecha salarial, políticas de natalidad;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Estudio del alistamiento militar obligatorio durante el Franquismo. caso de Puertollano, reemplazos de 1938 a 1943 a través de las cajas de quintas;Soto Fernández, Francisco Manuel;2023;https://e-spacio.uned.es/entities/publication/5696b0c6-0afe-4820-a6a3-f230ff205c64/full;abstracts\Estudio_del_alistamiento_milit_2023_97135611.txt;reclutamiento, ayuntamientos, Franquismo, quintas, servicio militar, adepto, desafecto, indiferente, prófugo, recruitment, city halls, Francoism, classes, military service, adept;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Proyectos de regionalización previos al actual. El caso de la II República Española;Puga Llopis, Daniel;2023;https://e-spacio.uned.es/entities/publication/1eb3c7e8-f253-4f35-b56b-836f21960692/full;abstracts\Proyectos_de_regionalizaci_n_p_2023_43411383.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Impacto de la recesión económica 2007-2009 sobre los movimientos migratorios en Europa;Penedo Naveira, Pablo;2023;https://e-spacio.uned.es/entities/publication/2fac58ed-5786-4f68-b8ff-4168aef39ccb/full;abstracts\Impacto_de_la_recesi_n_econ_mi_2023_35453032.txt;economic crisis, recession, migration, Europe;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Poblamientos del Neolítico Antiguo de la Península Ibérica: análisis desde una perspectiva Agronómica;Beltrán Martínez, Roberto;2021;https://e-spacio.uned.es/entities/publication/349d7e0e-13df-43c4-b683-8577667723f6/full;abstracts\Poblamientos_del_Neol_tico_Ant_2021_52229549.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Las relaciones entre romanos e itálicos durante el siglo II a.C. y la Guerra Social;Artal Muñoz, Juan;2023;https://e-spacio.uned.es/entities/publication/08f21ae0-c1c3-4a83-9895-f4005303f425/full;abstracts\Las_relaciones_entre_romanos_e_2023_90757779.txt;Bellum Marsicum, Roma y aliados itálicos, Guerra Social, Druso, cuestión, Rome and italic allies, Social War, Drusus, agrarian question, Roman citizenship;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;El primer poblamiento de América;Benito Gallego, Raúl;2023;https://e-spacio.uned.es/entities/publication/361976de-bc8b-4906-8f8c-3617393607a1/full;abstracts\El_primer_poblamiento_de_Am_ri_2023_48774483.txt;primer poblamiento, América, Bering, Paleogenética, Paleoamericanos, Última Máximo Glacial, Arqueología, first peopling, Paleogenetics, Paleoamericans, Last Glacial Maximum, Archaeology;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;La aviación en el desembarco de Alhucemas (1925): los inicios del poder aéreo;Martín Hernández, Antonio;2024;https://e-spacio.uned.es/entities/publication/984bb80d-2f75-44cb-9e1b-c0f3576c0f7a/full;abstracts\La_aviaci_n_en_el_desembarco_d_2024_12166607.txt;Aviación, Alhucemas, Rif, Poder aéreo, Protectorado, Dictadura Miguel Primo de Rivera;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Estudio comparativo de la fauna malacológica de los yacimientos prehistóricos de la provincia de Málaga durante el Paleolitíco y Epipaleolítico;García Juan, Ana Isabel;2021;https://e-spacio.uned.es/entities/publication/e515e76b-a189-436b-884e-183c0e62067a/full;abstracts\Estudio_comparativo_de_la_faun_2021_35574825.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Neolítico antiguo en el estrecho de Gibraltar y el territorio gaditano: Una revisión de las cuestiones económicas y sociales;Montes Baglietto, Ignacio Javier;2022;https://e-spacio.uned.es/entities/publication/f98aa71b-4ad1-4bf6-9868-6a2ade78eb3e/full;abstracts\Neol_tico_antiguo_en_el_estrec_2022_23393742.txt;Neolítico, Campo de Gibraltar, Cádiz, Estrecho rifeño, neolitización, domesticación, agricultura-ganadería, evolución neolítica, comercio, culturas neolíticas, Neolithic, Rif Strait, Neolithization, domestication, agriculture-livestock;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Los olvidados cazadores del noroeste peninsular. Principales yacimientos del Paleolítico Superior en Galicia;Ramos Lavandeira, José Manuel;2022;https://e-spacio.uned.es/entities/publication/c11eb229-95a3-482b-a2bd-89df3c6f5586/full;abstracts\Los_olvidados_cazadores_del_no_2022_76281565.txt;Paleolítico Superior, Galicia, industria lítica, Chatelperroniense, Auriñaciense, Gravetiense, Solutrense, Magdaleniense, Epipaleolítico, Valverde, Cova Eirós, Valdavara;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Represión de género en la Posguerra: su incidencia en los barrios populares urbanos;Soria Méndez, Miguel Ángel;2023;https://e-spacio.uned.es/entities/publication/22b2525e-06fc-4a8a-819c-fec3e745bf48/full;abstracts\Represi_n_de_g_nero_en_la_Posg_2023_29635657.txt;represión, perspectiva de género, posguerra española, Franquismo, repression, gender perspective, spanish postwar, Francoism;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;La irrupción de la mujer en la vida pública en España: 1931 a 1939;Cota Rey, Rodrigo;2022;https://e-spacio.uned.es/entities/publication/8d58e080-bcc2-4df9-a6ce-8dfad91e8d14/full;abstracts\La_irrupci_n_de_la_mujer_en_la_2022_24471700.txt;;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;César contra los Pompeyanos en Hispania: Ilerda y Munda;Ausín Amigo, Miguel;2023;https://e-spacio.uned.es/entities/publication/465a8743-a7cb-4852-833d-bfd2751cd0be/full;abstracts\C_sar_contra_los_Pompeyanos_en_2023_71036749.txt;bellum Civile, bellum Hispaniense, batalla de Ilerda, batalla de Munda, Julio César, Gneo Pompeyo Magno, battle of Ilerda, battle of Munda, Julius Caesar, Gnaeus Pompeius Magnus;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;La mujer en el Paleolítico;Codina Sanz, Sara Inés;2021;https://e-spacio.uned.es/entities/publication/a761fbd2-7366-4258-b760-06807d6c3f3f/full;abstracts\La_mujer_en_el_Paleol_tico_2021_36338299.txt;mujer, Paleolítico, Península Ibérica, women, Paleolithic, Iberian Peninsula;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;De la ibérica eurocentrista del siglo XV a la globalización del siglo XVI;Ojuel Marín, Carmelo;2021;https://e-spacio.uned.es/entities/publication/00c051b8-e686-42ea-bef7-beb42f813ced/full;abstracts\De_la_ib_rica_eurocentrista_de_2021_59659108.txt;especias, sociedad del Renacimiento, expansión ultramarina, eurocentrismo, globalización, Antonio Galvao, spices, Renaissance society, overseas expansion, Eurocentrism, globalization;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;El Modo 1 en las terrazas altas de la cuenca baja del Miño;Villa Sola, Carlos;2022;https://e-spacio.uned.es/entities/publication/085ffe67-cbc4-4f71-8371-1c6b629f9915/full;abstracts\El_Modo_1_en_las_terrazas_alta_2022_29551284.txt;Modo 1, dudoso, terraza fluvial, rio Miño, Pleistoceno inferior, Mode 1, doubtful, fluvial terrace, Miño river, Lower Pleistocene;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Geografía e Historia;Grado en Geografía e Historia;Tartessos: Aportaciones Culturales Cananeas a las Sociedades del Bronce Final en el Sudoeste de la Península Ibérica;Uceta Pérez, Agustín;2022;https://e-spacio.uned.es/entities/publication/6dc3e352-43dc-4e5e-aa3c-debeba9a7256/full;abstracts\Tartessos__Aportaciones_Cultur_2022_85475020.txt;sociedades indígenas, Tartessos, Bronce Final, Cananeos, sudoeste, Bronce Atlántico, Fenicios, indigenous societies, Late Bronze, Canaanites, southwest, Atlantic Bronze, Phoenicians;es;Geografía e Historia
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Percepción del Xeoparque Montañas do Courel Identidades, patrimonialización y aproximaciones.;Zuheros Pérez, Roberto;2023;https://e-spacio.uned.es/entities/publication/033b5aa5-26f1-4972-b029-e0def0d61483/full;abstracts\Percepci_n_del_Xeoparque_Monta_2023_3700412.txt;;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;La Prosperitat: Vecindades en lucha;Valiente Rodríguez, Carlos;2019;https://e-spacio.uned.es/entities/publication/cdf9a60f-733e-4667-a621-f56bd5cc6bb5/full;abstracts\La_Prosperitat__Vecindades_en__2019_67162655.txt;;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Urbanismo, Diversidad Funcional Física y Urbana. Aproximación a las intersecciones en el espacio público entre el diseño urbanístico, las personas con discapacidad física y lo urbano en Nou Barris, Barcelona, 2021;Momblant Momblant, Martín;2021;https://e-spacio.uned.es/entities/publication/9c8b8d74-29b2-41b6-a1d4-7199adb3436a/full;abstracts\Urbanismo__Diversidad_Funciona_2021_89910398.txt;diversidad funcional, urbanismo, urbano, exclusión, estructura, disabilities, urban planning, urban, social exclusion, structure;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Urbanizar en domingo: la construcción social del barrio de Roquetes;López Tomàs, Axel;2018;https://e-spacio.uned.es/entities/publication/970a4392-8896-4d2c-903d-ff6973f79912/full;abstracts\Urbanizar_en_domingo__la_const_2018_87806128.txt;;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Reapropiación, resignificación del territorio y el patrimonio en torno a los campos de lavanda;Villa Parejo, José Antonio;2022;https://e-spacio.uned.es/entities/publication/8d3201ab-0e5f-49d5-ba91-f6ce416e9e86/full;abstracts\Reapropiaci_n__resignificaci_n_2022_16504061.txt;identidad, territorio, reapropiación, resignificación, hitos, simbolismo, raíces culturales, turismo;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Construyendo cuerpos colectivos: las performances como escenarios de sororidad en el activismo feminista;Clemente Fernández, María Dolores;2024;https://e-spacio.uned.es/entities/publication/629e6385-9b8e-41c0-8c4d-2897cc7f8bb3/full;abstracts\Construyendo_cuerpos_colectivo_2024_7149760.txt;feminismos, activismos urbanos, performances, antropología del cuerpo, espacio público, corporización, eminisms, urban activisms, performances, anthropology of the body, public space, embodiment;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Producir políticas para una ciudad “descarbonizada”. Formas de producción de políticas públicas vinculadas al cambio climático en el espacio público de Madrid;Romero Muñoz, Sara;2021;https://e-spacio.uned.es/entities/publication/617fe170-acc8-4d1e-88b8-377e00ecd41d/full;abstracts\Producir_pol_ticas_para_una_ci_2021_93394306.txt;política pública, ayuntamiento, cambio climático, descarbonización, Madrid, public policy, city council, climate change, decarbonisation, Madrid;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Antropología Social y Cultural;Dos formas de amar. Un estudio antropológico sobre el amor romántico en Disney y el Studio Ghibli;Orihuel Pérez-Klett, Pablo;2023;https://e-spacio.uned.es/entities/publication/eed05a27-a5b7-45c5-a410-6e462db8d9b0/full;abstracts\Dos_formas_de_amar__Un_estudio_2023_8993604.txt;;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Teorías cuánticas de la consciencia: breve aproximación histórica;Huerta Castillo, Israel;2023;https://e-spacio.uned.es/entities/publication/b817ed75-9b2e-4c7b-a589-db679ff4b2a5/full;abstracts\Teor_as_cu_nticas_de_la_consci_2023_78545831.txt;mente-materia, filosofía de la mente, neurociencia, química, biología, psicología, ciencias cognitivas, física cuántica, consciencia, analogía neurocuántica, mind-matter, philosophy of mind, neuroscience, chemistry, biology;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Grafeno: biografía de un material;Amor García, Mario;2017;https://e-spacio.uned.es/entities/publication/a2065db6-6af7-4e44-a4ed-2fa8efafa774/full;abstracts\Grafeno__biograf_a_de_un_mater_2017_81950082.txt;;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Pliegue y fondo. Sobre la diferencia entre las prácticas de sí en Michel Foucault y María Zambrano;Villarino Moure, Carlos;2022;https://e-spacio.uned.es/entities/publication/e0fc0433-74bc-4469-862a-dbcfbbe6d73c/full;abstracts\Pliegue_y_fondo__Sobre_la_dife_2022_25436613.txt;Zambrano, Foucault, sí mismo, subjetivación, prácticas de sí, self, subjectivation, practices of the self;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Nietzsche o la conciencia más aguda del Romanticismo;Matos Mateo, Ismael De;2024;https://e-spacio.uned.es/entities/publication/57397f3c-f6e4-4e50-af79-4f723a29d2ce/full;abstracts\Nietzsche_o_la_conciencia_m_s__2024_86300525.txt;Nietzsche, Wagner, romanticismo, Sturm und Drang, música, romanticism, music;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Lo sano y lo enfermo: De sociedades patológicas y patologías sociales;Santamaría Mongil, Sarini;2024;https://e-spacio.uned.es/entities/publication/6d235824-66f8-4d81-832e-d8c9dd8f1115/full;abstracts\Lo_sano_y_lo_enfermo__De_socie_2024_79308720.txt;patología, filosofía de la medicina, medicina, sociología, terapia, salud, enfermedad, vitalismo, locura, LGBTIQ+, pathology, philosophy of medicine, medicine, sociology, therapy, health, sickness, vitalism, madness;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Operar(nos) con Paul B. Preciado: inventar la libertad;Hernández Ramos, Luis;2024;https://e-spacio.uned.es/entities/publication/f5a6317c-b86f-47f3-97be-48a89a8b268b/full;abstracts\Operar_nos__con_Paul_B__Precia_2024_23832419.txt;subjetivación disidente, paradigma binario, tecnología, prótesis, virus, metaconstructivismo, somateca, simbionte político, somatopolítica, capitalismo farmacopornográfico, régimen petrosexoracial, prácticas de invención de libertad;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filosofía;Grado en Filosofía;Introducción al pensamiento de María Zambrano. Un camino de vuelta de la mano de Chantal Maillard;Brâncovean Alecu, Alexandra;2022;https://e-spacio.uned.es/entities/publication/3ad11805-4bd4-41e4-99ad-751283889419/full;abstracts\Introducci_n_al_pensamiento_de_2022_71672051.txt;;es;Ciencias Sociales
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Haunted minds gather at Hill House: applying studies of implicature to Shirley Jackson's novel;Gómez López, Francisco Javier;2023;https://e-spacio.uned.es/entities/publication/0bb6782b-403a-4d21-ace5-637a167119f1/full;abstracts\Haunted_minds_gather_at_Hill_H_2023_45303497.txt;Pragmatics, implicature, Grice, Jackson, Hill House;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;"Exploring Musical Patterns in the Structure of A. Burgess’s ""A Clockwork Orange""";Jiménez Rodríguez, Manuel Jesús;2016;https://e-spacio.uned.es/entities/publication/0567145e-8536-4ab5-80ed-343e1b7bb66a/full;abstracts\Exploring_Musical_Patterns_in__2016_19056984.txt;da capo aria, sonata, musical pattern, symmetric novel structure, music in literature;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;"A quantitative analysis of the evolution of French lexicon in ""The Peterborough Chronicle""";Moreno Golvano, Carolina;2020;https://e-spacio.uned.es/entities/publication/4a39fe19-3037-40c3-9b41-05efb015b2e1/full;abstracts\A_quantitative_analysis_of_the_2020_16526679.txt;Old English, The Peterborough Chronicle, French, lexicon, diachrony;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Framing the pandemic: A cognitive poetic approach to health communication;Gallego Bordallo, Ana;2022;https://e-spacio.uned.es/entities/publication/78e448ff-b95e-42f6-a658-12edb0e5c4a4/full;abstracts\Framing_the_pandemic__A_cognit_2022_34434178.txt;comunicación en el ámbito sanitario, lingüística cognitiva, metáforas conceptuales, marcos, health communication, cognitive linguistics, conceptual metaphors, framing;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Awakening and development of the Irish female self through mother-daughter relationships in Edna O´Brien´s “The Country Girls Trilogy”;Varela Aller, Verónica;2020;https://e-spacio.uned.es/entities/publication/b9401605-8e58-4755-b0d5-689c46ec5326/full;abstracts\Awakening_and_development_of_t_2020_24856070.txt;Edna O´Brien, 1950s Ireland´s context, female identity, motherhood institution, mother-daughter relationship;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;La influencia de Essais de M. de Montaigne en The Tempest de W. Shakespeare;Pérez Carballeira, Noelia Patricia;2023;https://e-spacio.uned.es/entities/publication/1cf069e0-eea0-49d6-bcc0-b2c295ae9e07/full;abstracts\La_influencia_de_Essais_de_M___2023_69784855.txt;Montaigne, Shakespeare, influencia, Essais, The Tempest, influence;es;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Optimising the Use of a Native English Speaker as a Language Assistant in CLIL Contexts;Rook, Julian Richard Anthony;2016;https://e-spacio.uned.es/entities/publication/87e7bae6-8b62-43c5-8169-1cea4f10cb5e/full;abstracts\Optimising_the_Use_of_a_Native_2016_94234616.txt;CLIL, bilingual education, native language assistant, activities, CALP;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;A new voice for sycorax: ultima in Rudolfo Anaya’s, Bless Me, Ultima;Bonastre Maneu, Meritxell;2021;https://e-spacio.uned.es/entities/publication/04b33135-39d2-4d93-b42b-f836a582a982/full;abstracts\A_new_voice_for_sycorax__ultim_2021_28492234.txt;decolonial feminism, Sycorax, bruja, curandera, Rudolfo Anaya;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;"Same-Sex Marriage Legislation in the United States and Television Series: An Analysis of ""Glee""";Amengual Servera, Mateu Fèlix;2019;https://e-spacio.uned.es/entities/publication/822c12f6-5957-41e5-8489-8d6945242bbf/full;abstracts\Same-Sex_Marriage_Legislation__2019_58190333.txt;Glee,, same-sex marriage, public opinion, parasocial interaction, contact hypothesis;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;"A Comparative Analysis of the Motives behind the Female Suicides in ""King Lear"" by William Shakespeare and ""The Awakening"" by Kate Chopin";McNair Wilson, Robert Clifford;2016;https://e-spacio.uned.es/entities/publication/079fd42b-8bad-4124-beb5-cd97d1108afc/full;abstracts\A_Comparative_Analysis_of_the__2016_99233788.txt;;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Comparative Analysis of Terminology and Phraseology used in Technical Reports and Media coverage of Boeing 737 – MAX incidents from 2018 to 2024;Bautista Brandao, Danilo;2024;https://e-spacio.uned.es/entities/publication/02de9ee0-a686-4d34-8de5-2733742ddeec/full;abstracts\Comparative_Analysis_of_Termin_2024_73281242.txt;aviation incidents, terminology, phraseology, Boeing Max, Specialized and General Texts;en;Filologías
