Universidad;Tipo Titulacion;Facultad;titulacion;Título;Autor;Año;URL;Archivo Abstract;Palabras Clave;Idioma Abstract;Categoria
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;El sector vinícola y el consumo de vino en España. Un estudio sobre los perfiles motivacionales de los jóvenes = The wine sector and wine consumption in Spain. A sudy on the motivational profiles of young people.;Pinta Rodríguez, Raúl;2021;https://buleria.unileon.es/handle/10612/14487;abstracts_uhu_TFG\El_sector_vin_cola_y_el_consum_No disponible_67684999.txt;Vino, Sector vitivinícola, Jóvenes, Bebidas alcohólicas, España, Consumo;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Fusiones y adquisiciones. El caso de CaixaBank y Bankia = Mergers and acquisitions. The case of CaixaBank and Bankia;Santamaría Rodríguez, Sonia;2021;https://buleria.unileon.es/handle/10612/14490;abstracts_uhu_TFG\Fusiones_y_adquisiciones__El_c_No disponible_56005335.txt;Fusión, Adquisición, Entidades bancarias, Crecimiento externo, CaixaBank, Bankia;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Caracterización de los establecimientos financieros de crédito = Characterization of financial credit institutions;Fernández Sierra, Patricia;2021;https://buleria.unileon.es/handle/10612/14494;abstracts_uhu_TFG\Caracterizaci_n_de_los_estable_No disponible_16200573.txt;Establecimientos financieros de crédito, Rentabilidad, Créditos, Técnicas estadísticas multivariantes, Productividad y gastos;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;La inversión bursátil en Estados Unidos. Especial referencia al Índice Nasdaq = The stock investment in the United States. Special reference to the Nasdaq Index.;Sánchez García, Julio Alberto;2021;https://buleria.unileon.es/handle/10612/14495;abstracts_uhu_TFG\La_inversi_n_burs_til_en_Estad_No disponible_92569623.txt;Bolsa de valores, Análisis clúster, Estado Unidos, Ratios, Inversores, Análisis económico-financiero, Índice Nasdaq;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Más fuerte y más grande que su extensión territorial. El poder financiero de los Emiratos Árabes Unidos = Bigger and stronger than its territory. The finanacial power of United Arab Emirates;Figueroa Moreno, Christian David;2022;https://buleria.unileon.es/handle/10612/15065;abstracts_uhu_TFG\M_s_fuerte_y_m_s_grande_que_su_No disponible_28908651.txt;Emiratos Árabes Unidos, Población, Petróleo, PIB, Fondo soberano, Inversiones;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Oferentes y demandantes del mercado mayorista eléctrico. Situación económico-financiera mediante análisis multivariante (2020) = Suppliers and demanders of the wholesale electricity market. Economic-financial situation through multivariate analysis (2020);González Brime, Diego;2022;https://buleria.unileon.es/handle/10612/15066;abstracts_uhu_TFG\Oferentes_y_demandantes_del_me_No disponible_9624953.txt;Mercado eléctrico, Sistema eléctrico español, Análisis multivariante, Productores eléctricos, Comercializadoras eléctricas;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Impacto del COVID-19 en las empresas del sector turístico español = Impact of COVID-19 on firms in the Spanish tourism sector;González Mallada, Irina;2022;https://buleria.unileon.es/handle/10612/15067;abstracts_uhu_TFG\Impacto_del_COVID-19_en_las_em_No disponible_50495920.txt;Sector turístico, Covid-19, Endeudamiento, Empresas españolas;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Aproximación teórica y empírica a las monedas virtuales, su entorno y su adopción = Theoretical and empirical approach to virtual currencies, their environment, and its adoption;Mallo Maes, Jorge;2022;https://buleria.unileon.es/handle/10612/15068;abstracts_uhu_TFG\Aproximaci_n_te_rica_y_emp_ric_No disponible_48505942.txt;Financiarización, Mercados financieros, Impacto económico, Monedas virtuales, Finanzas descentralizadas, Adopción;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Liberalismo y anarquismo en su contexto histórico. Rupturas y convergencias = Liberalism and anarchism in teir historical context. Ruptures and convergences;Enary Toral, Dylan;2022;https://buleria.unileon.es/handle/10612/15069;abstracts_uhu_TFG\Liberalismo_y_anarquismo_en_su_No disponible_53488929.txt;Liberalismo, Anarquismo, Libertad, Capitalismo, Mercado, Propiedad, Valor;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;La sostenibilidad y sus dimensiones económica, social y medioambiental. Un análisis de la percepción del concepto en una muestra de ciudadanos = Sustainability and its economic, social and environmental dimensions. An analysis of the percepction of the concept in a sample of citizens;Baños Gutiérrez, Alba;2022;https://buleria.unileon.es/handle/10612/15070;abstracts_uhu_TFG\La_sostenibilidad_y_sus_dimens_No disponible_2983795.txt;Sostenibilidad, Desarrollo sostenible, Dimensión, Percepción, Ciudadanos;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Paradigma service dominant logic y procesos de co-creación d valor socioeconómicos. Aplicación en la economía experiencial en el emergente ecosistema de la moda sostenible española = Service dominant logic paradigm and co-creation processes of socioeconomic value. Application in the experiential economy in the emerginf ecosystem of the Spanish sustainable fashion;Pérez Sánchez, Sandra;2022;https://buleria.unileon.es/handle/10612/15071;abstracts_uhu_TFG\Paradigma_service_dominant_log_No disponible_54176991.txt;Moda, Service dominant logic, Co-creación, Actores, Experiencias, Vínculos, Ecosistema, Valor, Recursos, Sostenibilidad, Circularidad, Digitalización;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Una aproximación al análisis comparativo entre las respuestas de política económica a la crisis financiera del 2008 y a la crisis del COVID-19 = An approach to the comparative analysis of economic policy responses to the 2008 financial crisis and the COVID-19 crisis;Rizzi Febles, Mariagrazia;2022;https://buleria.unileon.es/handle/10612/15072;abstracts_uhu_TFG\Una_aproximaci_n_al_an_lisis_c_No disponible_86716367.txt;Crisis financiera, Crisis de deuda, Crisis del COVID-19, Política económica;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Relación entre clima psicológico y creatividad individual en las organizaciones. Un estudio empírico = Relationship between psychological climate and individual creativity in organisations. An empirical research;Guerrero Calderón, Juan;2022;https://buleria.unileon.es/handle/10612/15073;abstracts_uhu_TFG\Relaci_n_entre_clima_psicol_gi_No disponible_67439699.txt;Clima psicológico, Creatividad individual, Autonomía, Cohesión, Confianza, Presión, Apoyo, Reconocimiento, Justicia, Innovación;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Newsjacking como estrategia de marketing digital = Newsjacking as a digital marketing strategy;Mazón Alonso, Alba;2022;https://buleria.unileon.es/handle/10612/15074;abstracts_uhu_TFG\Newsjacking_como_estrategia_de_No disponible_73823743.txt;Newsjacking, Marketing digital, Técnica, Actualidad, Redes sociales, Medios, Recursos, Twitter;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;La responsabilidad social corporativa en el ámbito del Ministerio de Defensa de España = Corporate social responsibility in the field of the Ministry of Defense of Spain;Sánchez González, Álvaro Antonio;2022;https://buleria.unileon.es/handle/10612/15075;abstracts_uhu_TFG\La_responsabilidad_social_corp_No disponible_94338392.txt;RSC, Organizaciones, Gobiernos, Stakeholder, sociedad y Ministerio de Defensa;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Deporte, fútbol y su impacto socioeconómico. El caso del Real Madrid = Sport, football and its socioeconomic impact. The case of Real Madrid;García Cortés, Guillermo;2022;https://buleria.unileon.es/handle/10612/15076;abstracts_uhu_TFG\Deporte__f_tbol_y_su_impacto_s_No disponible_77618258.txt;Real Madrid, Economía, Modelo de gestión, Fútbol;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Impacto del ciclo de vida en la estructura de capital de las empresas tecnológicas = Impact of the life cycle on the capital structure of technological firms;Morán Mirantes, Pablo;2022;https://buleria.unileon.es/handle/10612/15077;abstracts_uhu_TFG\Impacto_del_ciclo_de_vida_en_l_No disponible_76931045.txt;Endeudamiento, Estructura de capital, Ciclo de vida, Empresas cotizadas, Sector tecnológico, Edad de la empresa;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Estudio de la situación de petróleo, Análisis de la demanda de gasóleos en España mediante regresión múltiple = The context of oil in the world. A study of the demand for gas oil in Spain using multiple regression analysis;Sánchez García, Paula;2022;https://buleria.unileon.es/handle/10612/15078;abstracts_uhu_TFG\Estudio_de_la_situaci_n_de_pet_No disponible_41848216.txt;Petróleo, Consumo de gasóleos, Análisis de regresión múltiple, OPEP, Componente estacional;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;La eclosión de China. Desarrollo desde el comienzo del aperturismo en 1978 y análisis económico-financiero del sector del transporte de mercancías = China's eclosion. Development since the start of the opening-up policies in 1978 and financial analysis of the freight transport sector;Santos Fuertes, Luis;2022;https://buleria.unileon.es/handle/10612/15079;abstracts_uhu_TFG\La_eclosi_n_de_China__Desarrol_No disponible_11877792.txt;China, Apertura, Transporte, Belt and Road Initiative, Puerto, Desarrollo, Crecimiento, Exportaciones;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis económico-financiero del sector turístico. Meliá versus NH versus Barceló = Economic-financial analysis of the tourism sector. Meliá versus NH versus Barceló;Malagón Rozada, Marina;2022;https://buleria.unileon.es/handle/10612/15080;abstracts_uhu_TFG\An_lisis_econ_mico-financiero__No disponible_97778157.txt;Análisis económico-financiero, Cuentas Anuales Consolidadas, Solvencia, Liquidez, Rentabilidad;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Economía de proximidad, León Km0. Estudio de caso de Zarandiel = Proximity economy, León Km0. Zarandiel case study;Sánchez Gago, Alba;2022;https://buleria.unileon.es/handle/10612/15081;abstracts_uhu_TFG\Econom_a_de_proximidad__Le_n_K_No disponible_6314557.txt;Economía de proximidad, KM0, Etnocentrismo leones, Comportamiento de compra, Zarandiel;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Estilos de liderazgo y compromiso de sus seguidores en las organizaciones. Un análisis del liderazgo transformacional vs transaccional = Leadership styles and commitment of their followers in organizations. Analysis of transformational vs transactional leadership;Carro López-Contreras, Juan;2022;https://buleria.unileon.es/handle/10612/15082;abstracts_uhu_TFG\Estilos_de_liderazgo_y_comprom_No disponible_4350114.txt;Liderazgo, Líder, Rasgos, Conductas, Liderazgo transformacional, Liderazgo transaccional, Laissez faire, Compromiso;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis de la comunicación interna en las organizaciones. Estilos de comunicación y su relación con el compromiso organizativo = Analysis of internal communication in organizations. Communication styles and their relationship to organizational commitment;Pérez San Román, Lydia;2022;https://buleria.unileon.es/handle/10612/15083;abstracts_uhu_TFG\An_lisis_de_la_comunicaci_n_in_No disponible_40915654.txt;Proceso de comunicación, Comunicación organizativa, Comunicación interna, Estilos de comunicación, Compromiso organizativo;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;¿Cómo contribuye el sector de la restauración al desarrollo sostenible y la responsabilidad social corporativa?. El caso del grupo leonés Sibuya = How does the restaurant sector contribute to sustainable development and the corporate social responsibility?. The case of the Sibuga group;Sutil Pérez, Cristina;2022;https://buleria.unileon.es/handle/10612/15084;abstracts_uhu_TFG\_C_mo_contribuye_el_sector_de__No disponible_76627946.txt;Desarrollo sostenible, Responsabilidad Social Corporativa (RSC), Stakeholders, Sector de la restauración, Grupo Sibuya, Empresa leonesa;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Inmologística en España. Análisis de los desafíos del sector y soluciones logísticas = Logistics real estate in Spain. Analysis of the challenges and logistics solutions within the sector;Palencia Ramírez, Fabián Andrés;2022;https://buleria.unileon.es/handle/10612/15085;abstracts_uhu_TFG\Inmolog_stica_en_Espa_a__An_li_No disponible_80853044.txt;Inmologística, Suelo, Logística, Inmobiliaria, E-commerce;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Conocimiento y actitudes hacia las plataformas de compraventa de ropa de segunda mano = Knowledge and attitudes towards second-hand clothing platforms;Arias bermejo, Andrea;2022;https://buleria.unileon.es/handle/10612/15087;abstracts_uhu_TFG\Conocimiento_y_actitudes_hacia_No disponible_73018860.txt;Moda, Sostenibilidad, Plataformas en línea;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Efecto del sensacionalismo en las noticias = Effect of sensationalism in the news;Arias Fernández, Pablo;2022;https://buleria.unileon.es/handle/10612/15088;abstracts_uhu_TFG\Efecto_del_sensacionalismo_en__No disponible_61525476.txt;Comunicación, Sensacionalismo, Redes sociales, Código penal, Noticias, Impacto televisivo, Trending topic;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Análisis de catálogos de turoperadores desde una perspectiva del neuromarketing = Analysis of tour operator brochures from a neuromarketing perspective.;Blanco Tocino, Marina;2022;https://buleria.unileon.es/handle/10612/15089;abstracts_uhu_TFG\An_lisis_de_cat_logos_de_turop_No disponible_63626880.txt;Neuromarketing, Eye-tracker, Publicidad, Catálogos, Turoperadores, Marketing turístico;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Marketing de influencers. Instagram y TikTok como herramientas de publicidad = Influencer marketing. Instagram and TikTok as advertising tools;Campos Rodríguez, Thais;2022;https://buleria.unileon.es/handle/10612/15090;abstracts_uhu_TFG\Marketing_de_influencers__Inst_No disponible_26438321.txt;Redes sociales, Instagram, TikTok, Usuarios, Consumidores, Publicidad, Seguidores, Influencer;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;La influencia de la publicidad del tabaco en el comportamiento del consumidor = The influence of tobacco advertising on consumer behaviour;Fernández Lacalle, Daniel;2022;https://buleria.unileon.es/handle/10612/15091;abstracts_uhu_TFG\La_influencia_de_la_publicidad_No disponible_41609391.txt;Tabaco, Publicidad, Consumo de tabaco, Jóvenes, Adolescentes, Publicidad subliminal, Ferrari, Marcas de tabaco, Marlboro, Conductas de consumo;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Propuesta de mejora de la promoción de la sostenibilidad en las bodegas de la Ruta del Vino Bierzo = Proposal to improve the promotion of sustainability in the wineries of the Bierzo Wine Route;Fierro Rubio, Paula;2022;https://buleria.unileon.es/handle/10612/15092;abstracts_uhu_TFG\Propuesta_de_mejora_de_la_prom_No disponible_57360107.txt;Enoturismo, Sostenibilidad, Turismo sostenible, Ruta del Vino Bierzo, Promoción, Vino;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;El turismo rural en León y los nuevos perfiles de turistas = Rural tourism in León and new tourist profiles;López González, Lara;2022;https://buleria.unileon.es/handle/10612/15093;abstracts_uhu_TFG\El_turismo_rural_en_Le_n_y_los_No disponible_22130431.txt;Turismo rural, Medio ambiente, Covid-19, Perfiles, Alojamiento rural;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Las redes sociales como medio para la venta de productos y servicios = Social networks as a means for the sale of products and service;Mancha Mazón, Hugo;2022;https://buleria.unileon.es/handle/10612/15094;abstracts_uhu_TFG\Las_redes_sociales_como_medio__No disponible_15595768.txt;Redes sociales, Influencer, Plataformas digitales, Promoción;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;"El rayo de la moda en el espejo del ""eWOM"" y los estereotipos de consumidores = The fashion ray in the mirror of the eWOM and consumer stereotypes";Matos Expósito, María;2022;https://buleria.unileon.es/handle/10612/15095;abstracts_uhu_TFG\El_rayo_de_la_moda_en_el_espej_No disponible_59865748.txt;Electronic word of mouth, Motivos, Marketing de recomendación, Estereotipos de consumidores, Moda, Microinfluencers;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Desarrollo digital de los clubes de fútbol de La Liga a través de las redes sociales de las plataformas de streaming = Digital development of La Liga football clubs through social networks and streaming platforms;Ménguez Sierra, Javier;2022;https://buleria.unileon.es/handle/10612/15096;abstracts_uhu_TFG\Desarrollo_digital_de_los_club_No disponible_41068350.txt;Comunicación, Redes sociales, Plataformas de streaming, Desarrollo tecnológico, Marketing, Community manager;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Comportamiento del consumidor digital en la industria de la moda = Digital consumer behaviour in fashion industry;Pavón Martínez, Mónica;2022;https://buleria.unileon.es/handle/10612/15097;abstracts_uhu_TFG\Comportamiento_del_consumidor__No disponible_39457017.txt;Moda, Comunicación, Redes sociales, Comportamiento del consumidor;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Marketing en las marcas de fitness. El valor aportado por los influencers en Instagram = Marketing fitness brands. The value provided by influencers on Instagram;Santamarta González, Daniel;2022;https://buleria.unileon.es/handle/10612/15098;abstracts_uhu_TFG\Marketing_en_las_marcas_de_fit_No disponible_35737870.txt;Fitness, Influencers, Decisión de compra, Instagram;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Comunidades de consumidores. Implicaciones e influencia para consumidores y marcas. Caso de la comunidad Streetwear & Sneaker = Consumer communities. Impact and influence for consumers and brands. Case of the Streetwear & Sneaker community;Ureña Revuelta, Mario;2022;https://buleria.unileon.es/handle/10612/15099;abstracts_uhu_TFG\Comunidades_de_consumidores__I_No disponible_62837163.txt;Comunidad de consumidores, Comportamiento del consumidor, Comunidad streetwear;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;La identidad visual corporativa en cosmética sostenible = The corporate visual identity in sustainable cosmetics;Vecino Suárez, Arancha;2022;https://buleria.unileon.es/handle/10612/15100;abstracts_uhu_TFG\La_identidad_visual_corporativ_No disponible_8384571.txt;Cosmética sostenible, Cosmética natural, Cosmética ecológica/biológico, Certificaciones, Greenwashing, Identidad visual;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Antecedentes, análisis agregado y evolución geográfica y sectorial del comercio exterior de Corea del Sur (2010-2020) = Background, aggregate analysis and geographical and sectorial evolution of South Korea's foreign trade (2010-2020);Carbajo Burón, Marta;2022;https://buleria.unileon.es/handle/10612/15101;abstracts_uhu_TFG\Antecedentes__an_lisis_agregad_No disponible_2149714.txt;Corea del Sur, Exportaciones, Importaciones, Comercio exterior;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;El difícil camino hacia la construcción de una verdadera política de seguridad y defensa comunitarias = The difficult road toward the construction of a genuine community security and defence policy;Ferrer Espinosa, Alberto;2022;https://buleria.unileon.es/handle/10612/15102;abstracts_uhu_TFG\El_dif_cil_camino_hacia_la_con_No disponible_6246961.txt;Unión Europea, PESC, PCSD, AED, OTAN, Brexit, Defensa, Seguridad, Ucrania;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Sostenibilidad, identidad de marca y beneficios de marca, tres conceptos fundamentales en la gestión de marca. Un análisis para la marca Nestlé = Sustainability, brand equity and brand benefits, three fundamental concepts in brand management. An analysis for the Nestlé brand;González Alonso, Rodrigo;2022;https://buleria.unileon.es/handle/10612/15103;abstracts_uhu_TFG\Sostenibilidad__identidad_de_m_No disponible_69251185.txt;Sostenibilidad, Brand equity, Brand benefits, Nestlé, España- Suiza;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Marketing nutricional, los nuevos paradigmas de consumo alimentario = Nutritional marketing, the new paradigms of food consumption;Guo, Guangliang;2022;https://buleria.unileon.es/handle/10612/15104;abstracts_uhu_TFG\Marketing_nutricional__los_nue_No disponible_82980145.txt;Alimentación, Salud, Hábitos alimentarios, Comportamiento del consumidor, Saludable, Ecológico, Funcional, Marketing nutricional;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;The evolution of Canada's foreing trade (2000-2020). Special atention to its relationship with te USA = Evolución del comercio exterior de Canadá (2000-2020). Especial atención a su relación con EE.UU;Fernández Sutil, Laura;2022;https://buleria.unileon.es/handle/10612/15105;abstracts_uhu_TFG\The_evolution_of_Canada_s_fore_No disponible_26147190.txt;Canada, Foreign trade, USA, Trading partners;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Diversidad cultural y conflictos en las joint ventures internacionales. Una revisión sistemática = Cultural diversity and conflicts in international joint ventures. A systematic review;Marcos González, Yolanda;2022;https://buleria.unileon.es/handle/10612/15106;abstracts_uhu_TFG\Diversidad_cultural_y_conflict_No disponible_16434848.txt;Empresa en participación, Empresa transnacional, Cultura, Diversidad cultural, Rendimiento, Conflicto, Conflicto cultural, Relaciones culturales;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Evolución del comercio minorista tradicional hacia un mundo digital. El caso de Zara = Evolution of traditional retailing towards a digital world. The case of Zara;Martínez Combarros, Alberto;2022;https://buleria.unileon.es/handle/10612/15107;abstracts_uhu_TFG\Evoluci_n_del_comercio_minoris_No disponible_64586186.txt;Comercio minorista, Mercado online, Digitalización, Comercio electrónico, confección y calzado, Zara;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Internacionalización productiva y comercial entre los BRICS y España = Productive and trade internationalisation between the BRICS and Spain;Núñez Vázquez, Alba;2022;https://buleria.unileon.es/handle/10612/15108;abstracts_uhu_TFG\Internacionalizaci_n_productiv_No disponible_35173974.txt;Países emergentes, BRICS, Comercio exterior, Balanza comercial, Inversión extranjera directa;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Irlanda del Norte después del Brexit. La incógnita de la reunificación de Irlanda o la continuidad británica (1921-2022) = Northern Ireland after Brexit. The dilemma of Ireland's reunification or British continuity (1921-2022);Ponga González, Laura;2022;https://buleria.unileon.es/handle/10612/15109;abstracts_uhu_TFG\Irlanda_del_Norte_despu_s_del__No disponible_3618354.txt;Irlanda, Unión Europea, Brexit, Protocolo de Irlanda del Norte, Acuerdo de Viernes Santo;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Internationalisation plan. Practical case Miguélez S.L. = Plan de internacionalización. Caso práctico Miguélez S.L.;Robles Álvarez, Leyre;2022;https://buleria.unileon.es/handle/10612/15111;abstracts_uhu_TFG\Internationalisation_plan__Pra_No disponible_70459954.txt;Internationalisation plan, Miguélez, Copper cables, Morocco, Commercial delegation;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;La co-creación de valor artístico-cultural en las ciudades enfocado desde el marketing territorial. El cambio socio-económico y estético experimentado por la ciudad de Bilbao = The co-creation of artistic-cultural value in the cities focuses from the territorial marketing. The socio-economic and aesthetic change experienced by the city of Bilbao;Suárez Álvarez, María;2022;https://buleria.unileon.es/handle/10612/15112;abstracts_uhu_TFG\La_co-creaci_n_de_valor_art_st_No disponible_95839328.txt;Co-creación de valor, Arte, Cultura, Ciudad, Territorio, Marketing, Bilbao, Cambio, Intervención artística;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;El papel del consumidor dentro del nuevo contexto digital. El caso del gigante ASOS = The role of the consumer in the new digital conrext. The case of the giant ASOS;Uña del Amo, Alejandro;2022;https://buleria.unileon.es/handle/10612/15113;abstracts_uhu_TFG\El_papel_del_consumidor_dentro_No disponible_95736351.txt;E-commerce, Comportamiento del consumidor, Comprador online, Moda y redes sociales;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;La globalización frente a las culturas y la estrategia de comunicación = Globalization versus cultures and communication strategy;Vega Álvarez, Laura;2022;https://buleria.unileon.es/handle/10612/15114;abstracts_uhu_TFG\La_globalizaci_n_frente_a_las__No disponible_71394523.txt;Globalización, Cultura, Comunicación, Estados Unidos, Asia;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Análisis conceptual y empírico de la competitividad internacional. Una investigación a dos niveles, macroeconómico y microeconómico = Conceptual and empirical analysis of international competitiveness. An investigation on two levels, macroeconomic and microeconomic;Vicente García, Ainara;2022;https://buleria.unileon.es/handle/10612/15115;abstracts_uhu_TFG\An_lisis_conceptual_y_emp_rico_No disponible_96567499.txt;Competitividad, Cultura, Innovación, Productividad, Naciones, Empresas;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;"Aproximación a la eficiencia del mercado de valores español. El caso del fondo ""Santander Acciones Españolas"" = Approach to the efficiency of the Spanish stock market. The case of the ""Santander Acciones Españolas"" fund";Vázquez Pintor, Pedro David;2022;https://buleria.unileon.es/handle/10612/15117;abstracts_uhu_TFG\Aproximaci_n_a_la_eficiencia_d_No disponible_57330306.txt;Teoría de Carteras, Hipótesis de Eficiencia del Mercado (HEM), Valoración de activos, Mercado bursátil;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;La regulación del modelo energético de la UE-27. Un análisis de su cambio estructural = The regulation of the EU-27 energy model. An analysis of its structural change;Nzang Obono, Miguel Pedro Nsue;2022;https://buleria.unileon.es/handle/10612/15118;abstracts_uhu_TFG\La_regulaci_n_del_modelo_energ_No disponible_92771952.txt;Regulación energética, Mix energético, Cambio estructural, Trilema energético, Clúster;spa;Economía y Empresa
